Record_ID,Student_ID,Survey_Date,Age,Gender,Grade_Level,School_Type,Subject,Study_Hours_Per_Day,Sleep_Hours_Per_Night,Screen_Time_Hours,Attendance_Percentage,Homework_Completion_Percentage,Study_Method,Tutoring,Internet_Access,Stress_Level,Parent_Support_Level,Previous_Exam_Score,Exam_Score,Final_Result,Teacher_Comment
R2303,S0677,2026-02-17,14.0,Female,Grade 9,International,Science,3.7,7.6,2.5,89.0,78.0,Self Study,No,Yes,Medium,Medium,89.0,95.0,Excellent,Needs better time management
R1211,S0654,2026-02-19,14.0,Male,Grade 9,Private,History,3.0,7.9,4.1,96.0,71.0,Private Tutor,No,Yes,Low,Medium,99.0,89.0,Good,Absent during some activities
R2137,S0372,2026-03-27,13.0,Male,Grade 8,Public,History,3.2,6.5,5.1,76.0,83.0,Group Study,Yes,Yes,Medium,Low,72.0,77.0,Good,Needs revision plan
R1264,S0211,2026-02-27,15.0,Male,Grade 10,Private,Science,5.5,6.2,5.6,81.0,100.0,Notebook / Notes,Yes,Yes,High,Medium,90.0,100.0,Excellent,Strong participation
R1392,S0696,2026-04-17,17.0,Female,Grade 12,Public,History,1.9,7.9,3.8,95.0,79.0,Online Videos,Yes,Yes,Low,High,82.0,89.0,Good,Good analytical thinking
R3416,S0410,2026-04-30,14.0,Male,Grade 9,International,Science,4.5,7.5,2.3,88.0,83.0,Online Videos,No,Yes,Medium,Medium,100.0,100.0,Excellent,Needs better time management
R2414,S0143,2026-04-18,13.0,Female,Grade 8,Private,Computer Science,4.1,8.6,6.0,100.0,79.0,Self Study,Yes,Yes,Medium,Medium,100.0,90.0,Excellent,Improved this term
R3710,S0139,2026-04-20,16.0,Female,Grade 11,International,Science,2.8,8.8,5.7,87.0,62.0,Group Study,Yes,Yes,Low,Medium,91.0,90.0,Excellent,Needs better time management
R3717,S0531,2026-03-15,15.0,Female,Grade 10,International,Computer Science,3.0,7.3,3.7,85.0,67.0,Online Videos,No,Yes,Medium,High,92.0,100.0,Excellent,Absent during some activities
R2625,S0333,2026-03-24,14.0,Male,Grade 9,Public,English,3.6,6.2,4.5,94.0,57.0,Self Study,No,Yes,Low,High,76.0,86.0,Good,Often distracted
R3392,S0087,2026-03-18,14.0,Female,Grade 9,Private,Computer Science,3.6,7.6,2.6,75.0,88.0,Online Videos,No,Yes,High,Medium,100.0,98.0,Excellent,Homework quality varies
R0622,S0647,2026-04-15,15.0,Male,Grade 10,International,Math,2.4,7.9,4.4,88.0,84.0,Notebook / Notes,Yes,Yes,Low,Medium,100.0,100.0,Excellent,No Comment
R2753,S0637,2026-04-27,13.0,Female,Grade 8,Private,History,2.6,5.9,2.8,89.0,77.0,Notebook / Notes,No,Yes,Medium,Medium,76.0,73.0,Excellent,Needs revision plan
R0300,S0166,2026-04-30,17.0,Female,Grade 12,International,Math,4.2,6.4,3.9,93.0,85.0,Self Study,Yes,Yes,Low,High,92.0,100.0,Excellent,Often distracted
R2897,S0495,2026-02-10,17.0,Female,Grade 12,Public,Science,4.9,7.8,4.2,86.0,95.0,Notebook / Notes,Yes,Yes,Low,Medium,90.0,100.0,Excellent,Absent during some activities
R1715,S0286,2026-04-10,16.0,Female,Grade 8,International,English,1.1,9.2,1.0,81.0,75.0,Group Study,No,Yes,Medium,High,89.0,95.0,Excellent,Excellent focus
R3255,S0247,2026-04-30,17.0,Male,Grade 12,Public,Science,4.4,7.2,5.3,90.0,69.0,Group Study,No,No,Medium,Medium,84.0,100.0,Excellent,Needs better time management
R3605,S0491,2026-02-25,17.0,Male,Grade 12,Public,English,3.9,5.7,5.8,87.0,57.0,Private Tutor,No,Yes,Low,Medium,81.0,82.0,Good,No Comment
R2023,S0147,2026-03-23,15.0,Female,Grade 10,Private,English,4.4,6.4,5.6,80.0,57.0,Private Tutor,Yes,No,Low,Medium,88.0,99.0,Excellent,Good analytical thinking
R2992,S0444,2026-03-20,15.0,Male,Grade 10,Public,Science,1.6,5.5,3.3,82.0,79.0,Online Videos,Yes,Yes,High,High,68.0,68.0,Pass,Strong participation
R2453,S0642,2026-04-03,14.0,Female,Grade 11,International,English,3.2,7.2,0.5,82.0,73.0,Online Videos,No,Yes,Low,Low,72.0,85.0,Good,No Comment
R2699,S0043,2026-04-07,14.0,Male,Grade 9,International,Math,2.2,7.2,4.7,82.0,76.0,Private Tutor,No,Yes,Medium,Medium,67.0,78.0,Good,Needs better time management
R2995,S0194,2026-02-28,14.0,Female,Grade 9,Public,Computer Science,3.7,7.5,2.1,74.0,68.0,Self Study,Yes,Yes,Medium,Medium,97.0,93.0,Excellent,Homework quality varies
R3807,S0049,2026-03-08,13.0,Female,Grade 8,Private,History,1.4,7.6,5.1,100.0,80.0,Notebook / Notes,No,Yes,Low,Medium,100.0,91.0,Excellent,No Comment
R1145,S0503,2026-03-14,17.0,Male,Grade 9,Public,Science,3.0,5.6,4.8,93.0,53.0,Self Study,Yes,Yes,Low,Medium,100.0,97.0,Excellent,No Comment
R2159,S0154,2026-03-26,17.0,Female,Grade 12,Public,Science,3.8,8.4,3.9,100.0,69.0,Online Videos,No,Yes,Medium,Medium,90.0,100.0,Excellent,Needs better time management
R2772,S0529,2026-02-21,13.0,Female,Grade 8,Private,English,2.9,8.0,2.4,91.0,57.0,Online Videos,No,Yes,Low,High,99.0,94.0,Excellent,Good analytical thinking
R0052,S0276,2026-04-02,16.0,Male,Grade 11,International,Math,2.1,6.3,2.4,82.0,78.0,Private Tutor,No,Yes,Medium,Medium,80.0,72.0,Pass,Needs revision plan
R3802,S0295,2026-02-04,15.0,Male,Grade 8,Public,English,3.2,8.3,3.7,85.0,88.0,Self Study,No,Yes,High,Medium,100.0,100.0,Excellent,Good analytical thinking
R3342,S0677,2026-04-18,14.0,Male,Grade 9,International,Computer Science,3.7,7.3,5.6,85.0,90.0,Online Videos,Yes,Yes,Medium,High,99.0,100.0,Excellent,Excellent focus
R3555,S0256,2026-04-02,17.0,Male,Grade 12,Private,Computer Science,3.0,4.8,4.2,79.0,73.0,Online Videos,No,Yes,Low,High,78.0,78.0,Good,Excellent focus
R1775,S0231,2026-03-16,15.0,Female,Grade 10,Public,Math,2.1,7.2,5.8,86.0,77.0,Group Study,No,Yes,Medium,Medium,80.0,92.0,Excellent,Often distracted
R3275,S0172,2026-04-16,13.0,Female,Grade 8,International,English,2.8,6.6,2.0,83.0,68.0,Self Study,No,Yes,Medium,Low,76.0,83.0,Good,Homework quality varies
R2632,S0307,2026-03-28,16.0,Female,Grade 11,Private,Math,5.9,6.7,5.1,89.0,100.0,Notebook / Notes,No,No,Medium,High,100.0,100.0,Excellent,Strong participation
R3548,S0284,2026-03-24,15.0,Female,Grade 10,Public,History,1.9,7.9,4.6,85.0,100.0,Group Study,No,Yes,Low,Low,83.0,86.0,Good,Needs better time management
R3297,S0271,2026-04-24,17.0,Male,Grade 12,Public,History,3.9,5.8,5.7,84.0,46.0,Notebook / Notes,No,Yes,High,High,80.0,87.0,Good,Homework quality varies
R2810,S0021,2026-03-05,15.0,Female,Grade 10,Public,English,3.9,6.0,4.0,89.0,90.0,Self Study,No,Yes,Medium,High,84.0,100.0,Excellent,Good analytical thinking
R1729,S0173,2026-02-04,13.0,Female,Grade 8,Public,Computer Science,5.6,9.2,4.2,97.0,84.0,Online Videos,No,No,Medium,High,100.0,100.0,Excellent,No Comment
R3397,S0315,2026-03-30,14.0,Female,Grade 9,Public,Computer Science,2.3,6.9,1.5,78.0,93.0,Online Videos,No,Yes,High,Medium,73.0,83.0,Good,Homework quality varies
R0371,S0214,2026-03-24,17.0,Male,Grade 12,Private,Math,4.4,6.5,2.6,81.0,76.0,Notebook / Notes,No,Yes,Low,Medium,93.0,100.0,Excellent,Excellent focus
R1893,S0397,2026-03-18,15.0,Male,Grade 10,Private,Science,3.4,8.2,3.6,94.0,82.0,Self Study,Yes,Yes,Medium,Medium,86.0,91.0,Excellent,Needs better time management
R2197,S0415,2026-04-09,14.0,Male,Grade 9,Public,History,3.0,7.2,5.8,100.0,70.0,Group Study,No,Yes,Medium,Low,65.0,80.0,Good,Absent during some activities
R1947,S0384,2026-04-14,16.0,Female,Grade 11,Public,Math,1.6,5.8,3.3,76.0,92.0,Self Study,No,Yes,Medium,Medium,64.0,76.0,Good,Improved this term
R0152,S0669,2026-03-03,13.0,Male,Grade 8,Public,English,2.5,6.9,4.0,82.0,39.0,Self Study,Yes,Yes,Medium,Low,74.0,73.0,Pass,Consistent effort
R2224,S0269,2026-03-24,17.0,Female,Grade 9,International,English,3.2,5.4,7.7,95.0,100.0,Online Videos,No,Yes,Medium,Medium,90.0,82.0,Excellent,No Comment
R2580,S0541,2026-04-30,15.0,Female,Grade 10,Public,English,2.2,7.4,4.5,89.0,90.0,Self Study,Yes,Yes,Low,High,100.0,92.0,Excellent,Needs better time management
R2177,S0054,2026-04-30,15.0,Female,Grade 10,Private,Computer Science,2.7,6.9,3.6,100.0,100.0,Private Tutor,Yes,No,Low,Medium,86.0,93.0,Excellent,No Comment
R1460,S0725,2026-02-28,14.0,Male,Grade 9,International,History,4.5,6.5,4.7,80.0,94.0,Private Tutor,No,Yes,Medium,Low,100.0,100.0,Excellent,Often distracted
R2602,S0590,2026-02-01,17.0,Male,Grade 12,Private,History,4.4,6.8,4.2,85.0,62.0,Private Tutor,No,Yes,Medium,Low,85.0,88.0,Good,No Comment
R1238,S0734,2026-03-14,14.0,Female,Grade 9,Public,History,2.2,7.6,4.8,94.0,76.0,Private Tutor,Yes,Yes,Medium,High,97.0,96.0,Excellent,Often distracted
R0973,S0029,2026-02-18,13.0,Female,Grade 8,Public,Science,3.5,6.4,5.6,93.0,71.0,Self Study,No,Yes,High,High,78.0,92.0,Good,Needs revision plan
R2865,S0124,2026-03-05,17.0,Female,Grade 12,Private,English,2.4,6.7,5.7,83.0,66.0,Notebook / Notes,No,Yes,High,High,89.0,82.0,Good,Consistent effort
R0959,S0022,2026-03-23,15.0,Female,Grade 10,Private,Science,2.8,7.2,4.5,96.0,100.0,Self Study,No,Yes,Low,Low,100.0,95.0,Excellent,No Comment
R0020,S0336,2026-03-10,16.0,Male,Grade 11,Private,English,3.5,6.5,2.1,87.0,74.0,Self Study,Yes,No,Low,Low,93.0,100.0,Excellent,Homework quality varies
R1135,S0187,2026-04-10,15.0,Female,Grade 10,Public,English,2.4,8.7,5.1,97.0,100.0,Group Study,No,Yes,High,Medium,90.0,84.0,Good,Good analytical thinking
R2379,S0209,2026-02-13,13.0,Female,Grade 11,Private,Computer Science,0.8,8.1,6.3,97.0,99.0,Online Videos,Yes,No,Medium,Low,90.0,90.0,Excellent,No Comment
R3203,S0236,2026-03-06,17.0,Female,Grade 11,Public,English,2.7,5.6,3.0,94.0,38.0,Notebook / Notes,Yes,Yes,Low,Low,68.0,88.0,Good,Often distracted
R2334,S0708,2026-03-18,17.0,Female,Grade 12,Private,Math,1.8,7.2,4.5,67.0,51.0,Group Study,No,Yes,Medium,High,64.0,69.0,Pass,Homework quality varies
R0783,S0435,2026-04-27,13.0,Male,Grade 8,Public,Computer Science,4.9,7.7,2.8,87.0,74.0,Online Videos,No,Yes,Medium,Low,90.0,100.0,Excellent,Homework quality varies
R3670,S0004,2026-04-23,15.0,Male,Grade 10,Private,Math,3.7,5.7,4.2,79.0,95.0,Online Videos,No,Yes,Medium,Low,100.0,100.0,Excellent,Excellent focus
R1503,S0507,2026-02-27,17.0,Male,Grade 12,Private,Computer Science,3.3,5.0,4.2,67.0,89.0,Private Tutor,No,Yes,High,Low,64.0,68.0,Pass,Excellent focus
R1026,S0228,2026-03-17,16.0,Female,Grade 11,Private,English,3.0,7.6,3.3,88.0,55.0,Self Study,No,Yes,High,Medium,99.0,87.0,Good,No Comment
R2773,S0568,2026-03-28,14.0,Female,Grade 9,Public,History,3.5,8.4,4.5,95.0,82.0,Group Study,No,Yes,Low,Low,100.0,95.0,Excellent,No Comment
R2265,S0074,2026-02-20,15.0,Female,Grade 10,Public,Math,2.3,7.8,5.3,79.0,67.0,Notebook / Notes,No,Yes,High,High,88.0,86.0,Good,Absent during some activities
R0728,S0042,2026-02-04,13.0,Male,Grade 8,Private,English,3.5,7.2,6.9,82.0,48.0,Group Study,No,Yes,Low,Medium,77.0,76.0,Good,Needs revision plan
R3298,S0172,2026-03-16,16.0,Female,Grade 11,Public,Math,1.0,7.0,5.6,95.0,82.0,Group Study,No,Yes,High,Medium,76.0,77.0,Good,Consistent effort
R0247,S0165,2026-02-07,13.0,Female,Grade 8,Public,Computer Science,2.5,7.3,1.4,97.0,65.0,Group Study,No,Yes,Low,High,82.0,86.0,Good,Excellent focus
R1646,S0425,2026-02-25,17.0,Male,Grade 12,Private,English,2.9,6.9,5.2,89.0,64.0,Notebook / Notes,Yes,Yes,High,Low,72.0,78.0,Good,No Comment
R3006,S0734,2026-02-22,13.0,Male,Grade 8,Private,Math,3.3,6.6,2.4,79.0,99.0,Self Study,No,Yes,High,High,100.0,97.0,Excellent,Needs revision plan
R2675,S0356,2026-04-12,13.0,Male,Grade 8,Private,Computer Science,3.0,7.3,5.4,87.0,77.0,Notebook / Notes,No,Yes,Medium,High,100.0,95.0,Excellent,Often distracted
R0200,S0383,2026-04-29,16.0,Male,Grade 11,Public,English,3.0,7.1,5.3,80.0,96.0,Self Study,Yes,Yes,Low,Medium,93.0,97.0,Excellent,Homework quality varies
R1269,S0292,2026-04-15,15.0,Female,Grade 9,Public,English,3.0,8.6,5.3,99.0,93.0,Group Study,No,Yes,Low,High,86.0,100.0,Excellent,Excellent focus
R2958,S0128,2026-04-20,16.0,Female,Grade 11,Public,History,2.5,6.6,3.9,89.0,100.0,Online Videos,No,Yes,Low,Medium,99.0,92.0,Excellent,Good analytical thinking
R1940,S0100,2026-03-23,16.0,Female,Grade 11,Public,Math,4.1,6.8,3.5,85.0,87.0,Group Study,Yes,Yes,Medium,High,98.0,98.0,Excellent,Good analytical thinking
R3568,S0595,2026-03-03,14.0,Male,Grade 9,Private,English,2.1,8.8,4.5,88.0,79.0,Group Study,No,Yes,Medium,Low,90.0,83.0,Good,Consistent effort
R0542,S0500,2026-02-07,13.0,Female,Grade 8,Public,History,0.8,6.1,8.0,78.0,64.0,Self Study,Yes,Yes,High,Low,64.0,73.0,Pass,Homework quality varies
R1694,S0407,2026-03-01,13.0,Female,Grade 8,International,Computer Science,6.4,7.8,6.3,81.0,69.0,Self Study,Yes,Yes,Medium,Low,100.0,92.0,Needs Improvement,Excellent focus
R1512,S0102,2026-04-30,13.0,Female,Grade 8,Public,Science,2.8,8.4,6.8,75.0,100.0,Notebook / Notes,No,Yes,Medium,High,78.0,90.0,Excellent,Good analytical thinking
R3302,S0535,2026-02-10,16.0,Female,Grade 9,Public,History,2.0,5.9,1.4,94.0,96.0,Private Tutor,Yes,Yes,Low,Medium,78.0,88.0,Good,Strong participation
R0823,S0151,2026-02-24,13.0,Male,Grade 8,Private,Math,5.6,6.3,4.6,83.0,79.0,Self Study,Yes,Yes,Low,High,78.0,89.0,Good,Absent during some activities
R2076,S0115,2026-04-29,16.0,Male,Grade 11,International,History,3.1,7.2,2.4,69.0,67.0,Online Videos,Yes,Yes,Medium,Medium,91.0,93.0,Excellent,Good analytical thinking
R3024,S0102,2026-03-30,16.0,Female,Grade 11,Public,Math,3.2,7.2,2.9,84.0,59.0,Self Study,No,Yes,Medium,High,90.0,98.0,Excellent,Excellent focus
R0594,S0241,2026-02-27,17.0,Female,Grade 12,Public,History,1.8,7.2,3.9,87.0,71.0,Notebook / Notes,No,Yes,Low,Medium,88.0,85.0,Good,No Comment
R0029,S0645,2026-04-30,14.0,Male,Grade 9,International,History,1.3,5.8,4.2,81.0,56.0,Self Study,No,Yes,Low,Medium,82.0,78.0,Good,No Comment
R0036,S0176,2026-05-01,17.0,Male,Grade 12,International,Computer Science,3.2,6.8,2.8,89.0,76.0,Self Study,No,Yes,Low,Medium,91.0,87.0,Good,Homework quality varies
R2142,S0315,2026-02-11,13.0,Male,Grade 8,International,Science,1.7,7.0,3.3,91.0,87.0,Notebook / Notes,No,Yes,Medium,Low,90.0,89.0,Good,No Comment
R0720,S0715,2026-03-11,14.0,Male,Grade 9,Public,History,3.0,9.2,3.9,93.0,73.0,Self Study,No,Yes,Medium,Low,90.0,94.0,Excellent,Absent during some activities
R0576,S0372,2026-03-08,15.0,Female,Grade 9,Public,Math,2.1,8.1,2.2,88.0,84.0,Online Videos,No,Yes,Medium,Medium,89.0,87.0,Good,Needs revision plan
R1190,S0420,2026-03-26,15.0,Male,Grade 10,International,Science,5.0,6.9,3.9,87.0,61.0,Private Tutor,Yes,Yes,Low,Medium,83.0,100.0,Excellent,No Comment
R1780,S0582,2026-02-07,17.0,Female,Grade 12,Private,English,2.1,6.7,3.7,85.0,94.0,Self Study,No,Yes,High,Medium,85.0,83.0,Good,No Comment
R1766,S0223,2026-03-22,13.0,Male,Grade 8,Private,Computer Science,3.2,7.3,0.5,91.0,100.0,Notebook / Notes,Yes,Yes,Medium,Medium,89.0,86.0,Good,No Comment
R1409,S0250,2026-04-28,17.0,Female,Grade 12,Private,Math,3.3,7.2,7.9,78.0,96.0,Private Tutor,No,Yes,Low,High,68.0,79.0,Good,Strong participation
R3674,S0544,2026-03-25,14.0,Male,Grade 9,Public,English,3.3,6.8,2.4,68.0,61.0,Private Tutor,No,Yes,Medium,Medium,100.0,99.0,Excellent,No Comment
R2589,S0562,2026-02-28,14.0,Female,Grade 9,Public,English,2.0,7.8,3.2,96.0,68.0,Online Videos,No,Yes,High,High,76.0,87.0,Good,Strong participation
R2551,S0047,2026-02-21,14.0,Male,Grade 9,Private,Computer Science,3.6,6.4,4.9,76.0,48.0,Online Videos,Yes,Yes,Medium,High,91.0,98.0,Excellent,Needs better time management
R2823,S0524,2026-04-10,14.0,Female,Grade 9,Public,Computer Science,3.0,6.9,5.3,81.0,62.0,Private Tutor,Yes,No,Medium,Medium,80.0,92.0,Good,Needs revision plan
R2151,S0314,2026-02-26,15.0,Female,Grade 10,Public,Math,2.7,6.8,5.0,79.0,100.0,Self Study,No,No,Low,High,96.0,92.0,Excellent,No Comment
R1486,S0006,2026-04-16,15.0,Female,Grade 12,Private,Computer Science,3.9,5.5,4.4,98.0,75.0,Group Study,No,Yes,Medium,Medium,100.0,92.0,Excellent,Consistent effort
R3504,S0392,2026-03-19,14.0,Female,Grade 9,Public,English,1.8,9.5,2.0,84.0,94.0,Online Videos,No,Yes,Medium,High,68.0,87.0,Good,Absent during some activities
R1789,S0154,2026-03-19,16.0,Female,Grade 11,International,English,1.2,7.4,3.2,71.0,100.0,Private Tutor,No,Yes,Low,Low,72.0,83.0,Good,Absent during some activities
R3013,S0174,2026-03-31,13.0,Female,Grade 8,International,History,2.9,6.7,4.7,100.0,78.0,Online Videos,Yes,Yes,Low,High,66.0,88.0,Good,Consistent effort
R3204,S0181,2026-04-26,14.0,Male,Grade 9,Private,English,2.8,7.3,3.8,87.0,64.0,Private Tutor,No,Yes,Medium,Low,91.0,93.0,Excellent,Consistent effort
R2592,S0014,2026-03-06,17.0,Male,Grade 12,Public,History,3.9,7.5,7.1,77.0,90.0,Self Study,No,Yes,Low,Low,100.0,100.0,Excellent,Needs better time management
R0387,S0144,2026-03-12,13.0,Female,Grade 8,International,Math,4.4,7.3,3.1,85.0,78.0,Notebook / Notes,No,Yes,High,Medium,95.0,90.0,Excellent,Good analytical thinking
R2669,S0462,2026-03-16,15.0,Male,Grade 8,International,Computer Science,1.2,7.2,3.5,69.0,63.0,Private Tutor,No,Yes,High,Medium,77.0,91.0,Excellent,No Comment
R1516,S0465,2026-04-26,16.0,Male,Grade 11,Public,English,3.1,6.2,6.3,92.0,55.0,Group Study,No,Yes,High,Medium,61.0,74.0,Pass,No Comment
R3326,S0667,2026-03-24,16.0,Female,Grade 11,Public,Science,2.4,6.5,5.0,87.0,54.0,Group Study,Yes,Yes,Medium,Medium,78.0,85.0,Good,Good analytical thinking
R2287,S0203,2026-02-05,14.0,Female,Grade 9,Private,Science,5.4,5.9,4.7,96.0,60.0,Online Videos,No,Yes,Medium,Low,90.0,91.0,Excellent,No Comment
R0479,S0454,2026-03-20,14.0,Female,Grade 9,International,English,3.4,5.3,5.9,90.0,86.0,Self Study,No,Yes,Low,High,89.0,100.0,Excellent,Excellent focus
R2951,S0720,2026-03-13,13.0,Female,Grade 8,Private,Computer Science,1.3,7.9,3.8,87.0,84.0,Online Videos,No,Yes,Medium,Medium,98.0,89.0,Good,No Comment
R1128,S0010,2026-03-09,14.0,Male,Grade 9,Public,English,4.3,6.5,4.3,87.0,78.0,Notebook / Notes,No,Yes,High,Low,74.0,87.0,Good,Absent during some activities
R2106,S0363,2026-04-22,14.0,Male,Grade 10,Private,Science,2.5,8.9,5.1,74.0,43.0,Online Videos,No,Yes,Low,Medium,76.0,73.0,Pass,Often distracted
R2618,S0480,2026-03-10,13.0,Female,Grade 8,Public,History,0.6,4.9,4.2,77.0,76.0,Self Study,No,Yes,Low,High,70.0,68.0,Pass,Improved this term
R1628,S0265,2026-03-18,17.0,Male,Grade 12,Public,Science,3.4,6.7,4.9,92.0,91.0,Group Study,Yes,Yes,Medium,Medium,100.0,100.0,Excellent,Homework quality varies
R3681,S0146,2026-04-16,16.0,Female,Grade 11,Public,Computer Science,0.4,7.0,4.6,84.0,100.0,Online Videos,Yes,No,Medium,High,66.0,79.0,Good,Consistent effort
R1845,S0115,2026-02-04,15.0,Male,Grade 10,Public,Math,3.1,5.5,5.3,76.0,81.0,Self Study,Yes,Yes,Medium,Low,83.0,94.0,Excellent,Improved this term
R0562,S0322,2026-03-08,17.0,Female,Grade 12,Public,History,4.7,7.8,2.2,100.0,68.0,Self Study,No,Yes,Medium,Medium,85.0,92.0,Excellent,Consistent effort
R3332,S0537,2026-02-12,14.0,Male,Grade 9,Private,History,4.4,7.5,3.6,81.0,52.0,Online Videos,No,Yes,Low,Medium,89.0,98.0,Excellent,No Comment
R2211,S0573,2026-04-17,17.0,Female,Grade 12,Public,Math,3.3,4.7,5.3,78.0,83.0,Private Tutor,No,Yes,Low,Low,66.0,77.0,Good,Good analytical thinking
R1376,S0281,2026-03-23,15.0,Female,Grade 10,Public,History,2.6,5.9,4.1,100.0,76.0,Private Tutor,No,No,High,Medium,84.0,85.0,Good,Often distracted
R3039,S0595,2026-03-24,13.0,Female,Grade 8,Private,History,2.7,7.9,2.5,83.0,95.0,Notebook / Notes,No,Yes,Medium,Medium,100.0,100.0,Excellent,Homework quality varies
R0469,S0700,2026-03-19,14.0,Male,Grade 9,Private,English,3.9,8.9,3.2,79.0,58.0,Online Videos,Yes,Yes,Medium,High,100.0,100.0,Excellent,Often distracted
R3141,S0298,2026-03-30,17.0,Female,Grade 12,Public,Math,4.5,7.2,6.3,93.0,88.0,Group Study,No,Yes,High,High,79.0,94.0,Excellent,Good analytical thinking
R0028,S0247,2026-03-31,14.0,Male,Grade 9,Public,English,6.0,8.1,0.5,86.0,65.0,Notebook / Notes,Yes,No,Medium,High,98.0,100.0,Excellent,Needs revision plan
R2812,S0558,2026-03-11,15.0,Female,Grade 10,Public,Science,4.7,7.0,6.5,80.0,82.0,Online Videos,No,Yes,Medium,Low,80.0,83.0,Good,Homework quality varies
R0111,S0171,2026-02-15,13.0,Female,Grade 8,Public,Computer Science,4.0,5.6,4.4,89.0,67.0,Private Tutor,Yes,Yes,High,Medium,94.0,95.0,Excellent,Often distracted
R1019,S0014,2026-03-07,15.0,Male,Grade 11,Public,Science,5.3,5.7,7.1,99.0,65.0,Group Study,No,Yes,Medium,Medium,65.0,69.0,Pass,Needs revision plan
R1668,S0306,2026-03-24,15.0,Female,Grade 10,Private,History,1.6,6.7,4.7,92.0,82.0,Self Study,No,Yes,Low,Low,56.0,92.0,Pass,Often distracted
R1056,S0348,2026-04-30,16.0,Female,Grade 11,International,History,0.2,5.5,4.4,89.0,100.0,Self Study,Yes,Yes,Medium,Medium,76.0,92.0,Good,Needs better time management
R1041,S0010,2026-04-22,15.0,Female,Grade 10,Private,English,3.0,7.9,2.9,88.0,66.0,Self Study,Yes,Yes,Medium,High,81.0,100.0,Excellent,No Comment
R2682,S0124,2026-02-18,13.0,Female,Grade 8,Private,Computer Science,2.9,7.0,3.5,87.0,76.0,Online Videos,No,Yes,Medium,Medium,95.0,85.0,Good,Needs revision plan
R0259,S0666,2026-04-09,16.0,Female,Grade 11,Private,Math,2.0,6.3,2.9,85.0,88.0,Self Study,No,Yes,Low,Medium,90.0,96.0,Excellent,Consistent effort
R3005,S0721,2026-04-02,14.0,Female,Grade 9,Private,English,3.7,6.5,3.2,88.0,94.0,Self Study,Yes,Yes,Medium,Medium,81.0,81.0,Good,Improved this term
R0776,S0203,2026-04-04,17.0,Female,Grade 12,Private,Computer Science,4.7,6.5,0.7,91.0,100.0,Notebook / Notes,Yes,Yes,Low,High,97.0,100.0,Excellent,Absent during some activities
R2928,S0153,2026-02-18,14.0,Female,Grade 9,Public,English,4.3,6.6,4.2,82.0,89.0,Private Tutor,Yes,Yes,High,High,99.0,100.0,Excellent,No Comment
R3734,S0649,2026-04-21,15.0,Female,Grade 10,Public,Math,0.8,7.5,2.4,88.0,98.0,Group Study,No,No,Medium,High,76.0,88.0,Good,Needs better time management
R0440,S0413,2026-03-25,14.0,Female,Grade 9,International,Computer Science,4.8,6.4,2.5,86.0,76.0,Group Study,Yes,Yes,Medium,High,84.0,87.0,Good,Good analytical thinking
R2902,S0309,2026-03-05,16.0,Male,Grade 9,International,Math,2.9,7.8,3.2,90.0,47.0,Self Study,Yes,No,Low,Medium,90.0,89.0,Good,Strong participation
R1956,S0341,2026-04-04,15.0,Male,Grade 10,Public,Science,4.3,5.6,5.5,76.0,72.0,Online Videos,No,Yes,High,High,100.0,97.0,Excellent,Absent during some activities
R1638,S0497,2026-04-02,15.0,Female,Grade 10,International,History,3.5,6.1,5.4,77.0,92.0,Self Study,No,Yes,High,High,79.0,85.0,Good,Consistent effort
R0444,S0466,2026-02-14,15.0,Female,Grade 10,Public,English,3.1,7.5,2.0,81.0,87.0,Self Study,No,Yes,Medium,High,80.0,90.0,Excellent,Homework quality varies
R1757,S0674,2026-03-25,16.0,Male,Grade 11,Public,English,3.2,5.1,2.1,67.0,86.0,Self Study,Yes,Yes,Medium,High,94.0,96.0,Excellent,Improved this term
R1323,S0011,2026-03-30,14.0,Male,Grade 11,Private,Computer Science,1.7,5.7,3.5,96.0,82.0,Self Study,No,Yes,Medium,Low,97.0,94.0,Excellent,No Comment
R3882,S0540,2026-02-18,17.0,Male,Grade 12,Public,History,4.0,8.5,5.0,96.0,80.0,Online Videos,Yes,Yes,Medium,Low,100.0,100.0,Excellent,Needs better time management
R1418,S0478,2026-02-06,13.0,Male,Grade 8,Private,History,3.3,6.2,4.2,86.0,76.0,Private Tutor,Yes,Yes,Low,High,99.0,95.0,Excellent,Absent during some activities
